"OBJECTID","Code","Name"
"385.0","000387","Leelanau State Park - Cathead Bay Trail"
"386.0","000388","Bald Mountain Rec. Area - Green Trail"
"387.0","000389","Leelanau State Park - Lake Michigan Trail"
"388.0","000390","Leelanau State Park - Maple Ridge Cutoff"
"389.0","000391","Leelanau State Park - Mud Lake Trail"
"390.0","000391000392","Leelanau State Park - Mud Lake Trail/Leelanau State Park - Orange Trail"
"391.0","000393","Leelanau State Park - Overlook Spur"
"392.0","000394","Leelanau State Park - Pot Hole Ridge Trail"
"393.0","000395","Leelanau State Park - Tamarack Cut Off Trail"
"394.0","000396","Loda Lake Trail"
"395.0","000397","Lost Lake Trail"
"396.0","000398","Lost Tamarack Pathway"
"397.0","000399","Bald Mountain Rec. Area - Orange Loop"
"398.0","000400","Lost Twin Lakes Pathway"
"399.0","000401","Loud Creek Trail"
"400.0","000402","Lower Baraga Lake"
"401.0","000403","Ludington State Park - Beechwood Trail"
"402.0","000404","Ludington State Park - Cedar Loop"
"403.0","000405","Ludington State Park - Coast Guard Trail"
"404.0","000406","Ludington State Park - Dune Trail"
"405.0","000407","Ludington State Park - Eagles Nest Trail"
"406.0","000408","Ludington State Park - Island Trail"
"407.0","000409000404","Ludington State Park - Jack Pine Loop/Ludington State Park - Cedar Loop"
"408.0","000410","Bald Mountain Rec. Area - Orange Trail"
"409.0","000409000413","Ludington State Park - Jack Pine Loop/Ludington State Park - Juniper Loop"
"410.0","000409000420","Ludington State Park - Jack Pine Loop/Ludington State Park - River Loop"
"411.0","000413","Ludington State Park - Juniper Loop"
"412.0","000414","Ludington State Park - Lighthouse Trail"
"413.0","000415","Ludington State Park - Logging Trail"
"414.0","000416","Ludington State Park - Lost Lake Trail"
"415.0","000417","Ludington State Park - Lost Lake-Ridge Trail Connector"
"416.0","000418","Ludington State Park - Ridge Trail"
"417.0","000418000419","Ludington State Park - Ridge Trail/Ludington State Park - Maroon"
"418.0","000420","Ludington State Park - River Loop"
"419.0","000421","Bald Mountain Rec. Area - Red Trail"
"420.0","000422","Ludington State Park - Sable River Trail"
"421.0","000423","Ludington State Park - Skyline Trail"
"422.0","000424","Ludington State Park - Visitor Center Trail"
"423.0","000425","MacKenzie Trail"
"424.0","000426","Mackinac Island State Park - Mackinac Island Loop"
"425.0","000427","Mackinaw City to Alanson"
"426.0","000428","Manistee River Trail"
"427.0","000429","Manitou Trail"
"428.0","000432","Bald Mountain Rec. Area - White Trail"
"429.0","000433","Marsh Lake Pathway"
"430.0","000434","Marzinski Trail"
"431.0","000435","Mason Tract Pathway"
"432.0","000436","Maybury State Park - Green Hiking Trail"
"433.0","000437","Maybury State Park - Paved Trail"
"434.0","000438","Maybury State Park - Red Horse Trail"
"435.0","000439","Maybury State Park - Yellow Biking Trail"
"436.0","000440","Meadows Trail"
"437.0","000441","Merriman Ski Trail"
"438.0","000442","Metamora-Hadley Rec. Area - Foot Trail"
"439.0","000443","Bald Mountain Rec. Area - William N Rathburg Trail"
"440.0","000444","Midland to Mackinaw Boy Scout Trail"
"441.0","000445","Mosquito Falls"
"442.0","000446","Muncie Lakes Trail"
"443.0","000447","Muskallonge Lake State Park - Foot Trail"
"444.0","000449","Muskegon Lakeshore Trail"
"445.0","000450","Muskegon State Park - Blockhouse Trail"
"446.0","000451","Muskegon State Park - Campground Beach Trail"
"447.0","000452","Muskegon State Park - Campground Store Trail"
"448.0","000453","Muskegon State Park - Campground Trail"
"449.0","000454","Bald Mountain Rec. Area - Yellow Trail"
"450.0","000455","Muskegon State Park - Devils Kitchen Trail"
"451.0","000456","Muskegon State Park - Dune Ridge Trail"
"452.0","000456000455","Muskegon State Park - Dune Ridge Trail/Muskegon State Park - Devils Kitchen Trail"
"453.0","000458","Muskegon State Park - Foot and Ski Trail"
"454.0","000459","Muskegon State Park - Foot Trail"
"455.0","000460","Muskegon State Park - Hearty Hiker Dead End Trail"
"456.0","000461","Muskegon State Park - Hearty Hiker Short Cut Trail"
"457.0","000462","Muskegon State Park - Hearty Hiker Trail"
"458.0","000463","Muskegon State Park - Loop to Loop Trail"
"459.0","000464","Muskegon State Park - Lost Lake Trail"
"460.0","000465","Baraga State Park - Nature Trail"
"461.0","000466","Muskegon State Park - Pier"
"462.0","000467","Muskegon State Park - Scenic Ridge Trail"
"463.0","000467000462","Muskegon State Park - Scenic Ridge Trail/Muskegon State Park - Hearty Hiker Trail"
"464.0","000469","Musketawa State Trail"
"465.0","000470","Musketawa West Connector"
"466.0","000471","Negwegon State Park - Algonquin Trail"
"467.0","000472","Negwegon State Park - Chippewa Trail"
"468.0","000472000471","Negwegon State Park - Chippewa Trail/Negwegon State Park - Algonquin Trail"
"469.0","000474","Negwegon State Park - Potawatomi Trail"
"470.0","000475","Ninga Aki Pathway"
"471.0","000476","Albert E Sleeper State Park - Candlestick Trail"
"472.0","000477","Baraga to Arnheim"
"473.0","000478","Nordhouse Dunes Trail"
"474.0","000479","North Central State Trail"
"475.0","000479000481","North Central State Trail/North Country Trail"
"476.0","000481","North Country Trail"
"477.0","000482000370","North Country Trail Temp Connector/Iron Belle Trail"
"478.0","000481000370","North Country Trail/Iron Belle Trail"
"479.0","000481000668","North Country Trail/Shore to Shore Trail"
"480.0","000485","North Eastern State Trail"
"481.0","000486","North Higgins Lake State Park - Beach Trail"
"482.0","000487","North Higgins Lake State Park - Beaver Creek Trail"
"483.0","000488","Baraga to Houghton State Trail"
"484.0","000489","North Higgins Lake State Park - Bosom Pines Trail"
"485.0","000489000487","North Higgins Lake State Park - Bosom Pines Trail/North Higgins Lake State Park - Beaver Creek Trail"
"486.0","000491","North Higgins Lake State Park - Campground to Beach Trail"
"487.0","000492","North Higgins Lake State Park - Foot Trail"
"488.0","000493","North Higgins Lake State Park - Museum Trail"
"489.0","000493000496","North Higgins Lake State Park - Museum Trail/North Higgins Lake State Park - Uplands Nature Trail"
"490.0","000495","North Higgins Lake State Park - Short Cut Trail"
"491.0","000496","North Higgins Lake State Park - Uplands Nature Trail"
"492.0","000497","Norway Ridge Pathway"
"493.0","000498","Ocqueoc Falls Bicentennial Pathway"
"494.0","000499","Bass River Rec. Area - Bike Trail"
"495.0","000500","Ogemaw Hills Pathway"
"496.0","000501","Old Grade Trail"
"497.0","000502","Onaway State Park - Foot Trail"
"498.0","000503","Orchard Beach State Park - Beech Hemlock Nature Trail"
"499.0","000504","Orchard Beach State Park - Foot Trail"
"500.0","000505","Ortonville Rec. Area - Bloomer Trail"
"501.0","000506","Ortonville Rec. Area - Cross Country Ski Trail"
"502.0","000507","Ortonville Rec. Area - Foot Trail"
"503.0","000508","Ortonville Rec. Area - Hiking and Equestrian Trail"
"504.0","000509","Ortonville Rec. Area - Horse Trail"
"505.0","000510","Bass River Rec. Area - Blue Trail"
"506.0","000511","Ortonville Rec. Area - Tody Lake Trail"
"507.0","000512","Ossineke Pathway"
"508.0","000513","Otsego Lake State Park - Foot Trail"
"509.0","000514","Paradise Pathway"
"510.0","000515","Pere Marquette State Trail"
"511.0","000516","Peters Creek Ski Trail"
"512.0","000517","Petoskey State Park - Old Baldy Trail"
"513.0","000518","Petoskey State Park - Portage Trail"
"514.0","000519","PH Hoeft State Park - Beach Trail"
"515.0","000520","PH Hoeft State Park - Hardwoods Trail"
"516.0","000521","Bass River Rec. Area - Red Trail"
"517.0","000522","PH Hoeft State Park - Mountain Bike Trail"
"518.0","000523","PH Hoeft State Park - Nagel Creek Trail"
"519.0","000524","PH Hoeft State Park - Pavilion Trail"
"520.0","000525","PH Hoeft State Park - Shelter Trail"
"521.0","000526","Pickerel Lake Trail"
"522.0","000527","Pictured Rocks National Lakeshore - Backpack Spur"
"523.0","000528","Pictured Rocks National Lakeshore - Beaver Lake North"
"524.0","000529","Pictured Rocks National Lakeshore - Beaver Overlook"
"525.0","000530","Pictured Rocks National Lakeshore - Chapel Beach"
"526.0","000531","Pictured Rocks National Lakeshore - Chapel Falls"
"527.0","000532","Bay City Rec. Area - Anderson Nature Trail"
"528.0","000533","Pictured Rocks National Lakeshore - Chapel Lake"
"529.0","000534","Pictured Rocks National Lakeshore - Little Beaver"
"530.0","000534000535","Pictured Rocks National Lakeshore - Little Beaver/Pictured Rocks National Lakeshore - Big Beaver"
"531.0","000536","Pictured Rocks National Lakeshore - Miner''s Lake"
"532.0","000537","Pictured Rocks National Lakeshore - Mosquito Beach"
"533.0","000538","Pictured Rocks National Lakeshore - Pine Bluff"
"534.0","000539","Pictured Rocks National Lakeshore - Spur 1 Trappers"
"535.0","000540","Pictured Rocks National Lakeshore - Trappers Lake"
"536.0","000541","Pinckney Rec. Area - Blue Trail"
"537.0","000542","Pinckney Rec. Area - Crooked Lake"
"538.0","000543","Bay City Rec. Area - Chickadee Prairie Trail"
"539.0","000544","Pinckney Rec. Area - Cross Country Skiing Trail"
"540.0","000545000494","Pinckney Rec. Area - Gorman Trail/Pinckney Rec. Area - Island Lake Trail"
"541.0","000546","Pinckney Rec. Area - Horse Trail"
"542.0","000547","Pinckney Rec. Area - Potawatomi Trail"
"543.0","000548","Pinckney Rec. Area - Red Trail"
"544.0","000549","Pinckney Rec. Area - Silver Lake Trail"
"545.0","000550","Pinckney Rec. Area - Waterloo-Pinckney Trail"
"546.0","000550000545","Pinckney Rec. Area - Waterloo-Pinckney Trail/Pinckney Rec. Area - Gorman Trail"
"547.0","000550000547","Pinckney Rec. Area - Waterloo-Pinckney Trail/Pinckney Rec. Area - Potawatomi Trail"
"548.0","000553","Pinckney Rec. Area - Yellow Trail"
"549.0","000554","Bay City Rec. Area - Lagoon Trail"
"550.0","000555","Pine Baron Pathway"
"551.0","000556","Pine Bowl Pathway"
"552.0","000557","Pine Forest Trail"
"553.0","000558","Pine Haven Recreation Area"
"554.0","000559","PJ Hoffmaster State Park - Beach Trail"
"555.0","000560","PJ Hoffmaster State Park - Black Creek Trail"
"556.0","000561","PJ Hoffmaster State Park - D U Visitor Trail"
"557.0","000562","PJ Hoffmaster State Park - Dune Climb Stairway"
"558.0","000563","PJ Hoffmaster State Park - Hiking Trail"
"559.0","000564","PJ Hoffmaster State Park - Homestead Trail"
"560.0","000565","Bay City Rec. Area - Rail Trail"
"561.0","000566","PJ Hoffmaster State Park - Meadow Trail"
"562.0","000567","PJ Hoffmaster State Park - Nature Center Trail"
"563.0","000568","PJ Hoffmaster State Park - Quiet Area Trail"
"564.0","000569","PJ Hoffmaster State Park - Ski Trail"
"565.0","000570","PJ Hoffmaster State Park - Walk a Mile Trail"
"566.0","000571","Platte Springs Pathway"
"567.0","000572","Polly Ann State Trail"
"568.0","000573","Pontiac Lake Rec. Area - Bike and Horse Trail"
"569.0","000574","Pontiac Lake Rec. Area - Bike Trail"
"570.0","000575","Pontiac Lake Rec. Area - Foot and Horse Trail"
"571.0","000576","Bay City Rec. Area - Tobico Marsh Trail"
"572.0","000577","Pontiac Lake Rec. Area - Foot Trail"
"573.0","000578","Pontiac Lake Rec. Area - Horse Trail"
"574.0","000579","Porcupine Mountains State Park - Big Hemlock Trail"
"575.0","000580000579","Porcupine Mountains State Park - Deer Run Trail/Porcupine Mountains State Park - Big Hemlock Trail"
"576.0","000581","Porcupine Mountains State Park - Deer Yard Trail"
"577.0","000582","Porcupine Mountains State Park - Double Trail"
"578.0","000583","Porcupine Mountains State Park - East River Trail"
"579.0","000584","Porcupine Mountains State Park - East Vista Trail"
"580.0","000585","Porcupine Mountains State Park - Lake Superior Trail"
"581.0","000585000481","Porcupine Mountains State Park - Lake Superior Trail/North Country Trail"
"582.0","000587","Albert E Sleeper State Park - Deer Run Trail"
"583.0","000588","Bergland to Sidnaw State Trail"
"584.0","000589","Porcupine Mountains State Park - Log Camp Trail"
"585.0","000590","Porcupine Mountains State Park - Nature Trail"
"586.0","000590000591","Porcupine Mountains State Park - Nature Trail/Porcupine Mountains State Park - Silver Trail"
"587.0","000592","Porcupine Mountains State Park - Nonesuch Mine Trail"
"588.0","000593","Porcupine Mountains State Park - Nonesuch Trail"
"589.0","000595","Porcupine Mountains State Park - North Vista Trail"
"590.0","000596","Porcupine Mountains State Park - River Trail"
"591.0","000597","Porcupine Mountains State Park - Skating Trail"
"592.0","000598","Porcupine Mountains State Park - Speakers Creek Cabin Trail"
"593.0","000599","Betsie River Trail"
"594.0","000600","Porcupine Mountains State Park - Superior Loop Trail"
"595.0","000601","Porcupine Mountains State Park - Timber Line Trail"
"596.0","000602","Porcupine Mountains State Park - Trail to Falls"
"597.0","000603","Porcupine Mountains State Park - Triple Trail"
"598.0","000604","Porcupine Mountains State Park - Union Spring Trail"
"599.0","000605","Porcupine Mountains State Park - West River Trail"
"600.0","000606","Porcupine Mountains State Park - West Vista Trail"
"601.0","000607","Porcupine Mountains State Park - Whitetail Cabin Trail"
"602.0","000607000581","Porcupine Mountains State Park - Whitetail Cabin Trail/Porcupine Mountains State Park - Deer Yard Trail "
"603.0","000609","Porcupine Mountains State Park - Whitetail Trail"
"604.0","000610","Betsie Valley State Trail"
"605.0","000611","Port Crescent State Park - Boardwalk Trail"
"606.0","000612","Port Crescent State Park - Day Use Hiking Trail"
"607.0","000613","Port Crescent State Park - Fitness Trail"
"608.0","000614","Port Crescent State Park - Foot and Ski Trail"
"609.0","000615","Port Crescent State Park - Foot Trail"
"610.0","000616","Port Crescent State Park - Shelter Trail"
"611.0","000617","Pretty Lakes Hiking Trail"
"612.0","000618","Proposed Northbank Trail"
"613.0","000619","Proud Lake Rec. Area - Blue Trail"
